genome,completeness,contamination,length,N50
EHA01432_bin.58.fa.gz,62.86,1.163,2388163,3802
EHA03651_bin.386.fa.gz,53.75,0.72,1332829,3030
EHA03382_bin.25.fa.gz,55.04,1.63,1785651,3061
EHA01432_bin.57.fa.gz,51.8,1.475,1905064,3035
EHA03595_bin.5.fa.gz,70.05,0.53,1082301,3807
EHA03446_bin.30.fa.gz,99.93,0.16,1821485,97763
EHA03694_bin.123.fa.gz,89.28,1.99,2078906,7644
EHA01826_bin.69.fa.gz,54.3,1.14,863687,2269
EHA01443_bin.45.fa.gz,58.53,0.894,1157348,3357
EHA00717_bin.17.fa.gz,99.93,0.267,4473706,96058
EHA03781_bin.98.fa.gz,81.46,0.89,2630340,6967
EHA02919_bin.17.fa.gz,69.4,2.17,1573555,2888
EHA03781_bin.378.fa.gz,94.86,0.41,2526829,46083
EHA03447_bin.37.fa.gz,95.54,0.22,1946959,3767
EHA03450_bin.17.fa.gz,94.06,0.34,2893880,69665
EHA00686_bin.19.fa.gz,58.73,1.623,2984990,110893
EHA00721_bin.7.fa.gz,94.63,1.532,2336478,17982
EHA03412_bin.15.fa.gz,86.67,0.51,4783222,103105
EHA00654_bin.9.fa.gz,98.84,1.176,4745040,83655
EHA03781_bin.21.fa.gz,94.68,2.44,4676290,15295
EHA03436_bin.24.fa.gz,93.79,0.0,1215309,2672
EHA03651_bin.307.fa.gz,80.7,3.57,1590487,5169
EHA00641_bin.11.fa.gz,100.0,0.0,630124,628515
EHA02869_bin.113.fa.gz,99.97,0.04,1646754,88855
EHA03374_bin.14.fa.gz,88.21,1.94,2655097,21755
EHA03591_bin.4.fa.gz,89.87,1.1,3727792,19470
EHA03651_bin.340.fa.gz,99.98,4.03,3049014,14540
EHA03755_bin.189.fa.gz,89.84,3.29,4143248,8613
EHA03393_bin.21.fa.gz,64.96,0.47,2912524,16684
EHA03392_bin.25.fa.gz,81.98,4.9,3676961,10321
EHA00563_bin.47.fa.gz,92.98,1.578,2110852,2566
EHA03420_bin.31.fa.gz,76.75,0.04,1746963,27914
EHA03694_bin.523.fa.gz,96.55,0.13,3207164,4235
EHA03586_bin.18.fa.gz,76.92,3.25,3639890,3739
EHA03382_bin.22.fa.gz,95.03,0.27,1819617,49722
EHA01432_bin.129.fa.gz,98.65,0.305,3555655,67856
EHA00674_bin.5.fa.gz,89.93,0.0,941755,4413
EHA01443_bin.81.fa.gz,90.88,3.773,2980262,9682
EHA01421_bin.61.fa.gz,50.48,9.09,2264107,2247
EHA03651_bin.512.fa.gz,98.99,1.88,1058211,2853
EHA03598_bin.16.fa.gz,88.77,0.05,1714037,54386
EHA03412_bin.14.fa.gz,64.84,1.48,2795105,3425
EHA03415_bin.56.fa.gz,52.65,7.98,1865524,2628
EHA00651_bin.24.fa.gz,52.17,0.949,1045033,2565
EHA00722_bin.29.fa.gz,74.26,1.118,2626633,4252
EHA03755_bin.181.fa.gz,95.75,0.35,2568025,94559
EHA03694_bin.616.fa.gz,53.5,9.14,1904099,4057
EHA03781_bin.616.fa.gz,94.03,0.2,2129360,74840
EHA03417_bin.26.fa.gz,97.74,0.17,4994112,36716
EHA02869_bin.104.fa.gz,99.85,0.11,4349770,65072
EHA03651_bin.350.fa.gz,65.91,1.78,4232491,4728
EHA03781_bin.341.fa.gz,79.26,0.04,2844873,8579
EHA03694_bin.586.fa.gz,56.19,9.18,580117,3128
EHA01826_bin.12.fa.gz,99.4,0.85,2305150,6027
EHA03375_bin.13.fa.gz,94.75,0.02,2105223,211291
EHA00658_bin.29.fa.gz,61.75,2.201,1759295,2330
EHA03584_bin.33.fa.gz,92.54,0.52,3818289,76420
EHA03755_bin.374.fa.gz,78.3,2.75,4601213,9003
EHA03382_bin.30.fa.gz,64.33,1.92,2072336,4049
EHA03596_bin.9.fa.gz,94.59,1.21,3313545,13412
EHA03377_bin.32.fa.gz,65.02,8.43,1984490,3641
EHA00563_bin.34.fa.gz,98.29,1.19,1334570,5979
EHA03395_bin.10.fa.gz,84.29,3.9,3149655,2937
EHA03694_bin.373.fa.gz,87.51,7.94,3148300,5444
EHA00645_bin.23.fa.gz,59.08,2.177,2708933,5853
EHA03781_bin.700.fa.gz,67.85,1.15,654171,2892
EHA03384_bin.53.fa.gz,80.5,2.5,2022445,2718
EHA03388_bin.6.fa.gz,99.97,0.02,5496747,84477
EHA01426_bin.101.fa.gz,95.83,0.961,1978630,48044
EHA03432_bin.16.fa.gz,96.96,0.87,2105359,22440
EHA01409_bin.45.fa.gz,98.88,0.656,1419462,151634
EHA00565_bin.15.fa.gz,55.11,0.943,2244978,16606
EHA01415_bin.45.fa.gz,77.44,6.57,3355398,3506
EHA03755_bin.225.fa.gz,95.24,0.09,4068901,55852
EHA03595_bin.12.fa.gz,61.06,3.94,3072238,60308
EHA03651_bin.278.fa.gz,96.67,1.2,3912628,6587
EHA03694_bin.10.fa.gz,88.33,2.37,2749835,5106
EHA03422_bin.8.fa.gz,93.43,0.44,2813417,8884
EHA03694_bin.27.fa.gz,97.31,1.41,3153590,45733
EHA03755_bin.329.fa.gz,96.98,1.33,3975410,80832
EHA03781_bin.327.fa.gz,97.54,0.16,4294275,31483
EHA01404_bin.71.fa.gz,75.19,2.593,1580421,7575
EHA03423_bin.23.fa.gz,66.33,2.39,2082930,3551
EHA03417_bin.9.fa.gz,80.47,1.11,1710455,4881
EHA03435_bin.10.fa.gz,86.01,1.11,2297137,11519
EHA03430_bin.2.fa.gz,50.45,0.14,955274,3126
EHA03444_bin.5.fa.gz,69.0,1.72,584740,3341
EHA00717_bin.35.fa.gz,69.06,1.342,1379741,92299
EHA03755_bin.174.fa.gz,70.22,0.25,2333747,3879
EHA00667_bin.20.fa.gz,53.77,5.263,2495279,3064
EHA03781_bin.87.fa.gz,100.0,1.53,2194392,5072
EHA01404_bin.85.fa.gz,56.49,1.075,1100786,2692
EHA00659_bin.11.fa.gz,51.76,1.006,2050076,2958
EHA03378_bin.21.fa.gz,99.98,0.13,5335102,86210
EHA00719_bin.25.fa.gz,94.54,1.672,3693117,55690
EHA03694_bin.368.fa.gz,97.6,1.34,3525830,17700
EHA03401_bin.8.fa.gz,99.98,0.33,4709132,47747
EHA02919_bin.191.fa.gz,91.33,0.23,1181146,27017
EHA03588_bin.24.fa.gz,98.98,0.78,3077913,48110
EHA03445_bin.14.fa.gz,99.75,1.2,2844859,18239
EHA03694_bin.504.fa.gz,76.61,0.72,1435995,4697
EHA00643_bin.11.fa.gz,74.01,0.097,1242805,10793
EHA00717_bin.20.fa.gz,53.18,8.92,1723990,2804
EHA03383_bin.4.fa.gz,52.22,0.71,1251016,2973
EHA03415_bin.27.fa.gz,58.22,5.38,1191265,2564
EHA03586_bin.19.fa.gz,90.09,0.94,1813806,8557
EHA03433_bin.13.fa.gz,92.99,0.0,1128377,19917
EHA01421_bin.65.fa.gz,85.71,3.691,2396881,6663
EHA03419_bin.8.fa.gz,96.47,0.87,3444545,7689
EHA00646_bin.15.fa.gz,93.16,0.084,3183239,16152
EHA00726_bin.14.fa.gz,64.07,2.074,1717195,3136
EHA01415_bin.76.fa.gz,57.39,3.448,3014465,3536
EHA03443_bin.25.fa.gz,98.6,0.24,1753489,160446
EHA00651_bin.42.fa.gz,100.0,2.201,4295190,69728
EHA03755_bin.191.fa.gz,80.07,2.11,2767556,8065
EHA03651_bin.204.fa.gz,96.86,1.86,2943430,2805
EHA03585_bin.15.fa.gz,52.81,8.92,3298573,64749
EHA03755_bin.133.fa.gz,94.68,1.05,3251756,53583
EHA02915_bin.127.fa.gz,74.61,2.21,3941203,42932
EHA03694_bin.296.fa.gz,66.59,3.12,1972806,4831
EHA03403_bin.14.fa.gz,83.89,0.4,2345336,11450
EHA03376_bin.10.fa.gz,94.53,1.2,2905408,39782
EHA02919_bin.89.fa.gz,92.64,1.3,3549977,29553
EHA03434_bin.55.fa.gz,91.56,2.76,3107894,82461
EHA03694_bin.516.fa.gz,75.46,2.08,3366381,4035
EHA01409_bin.20.fa.gz,58.78,2.762,1420947,6744
EHA00657_bin.16.fa.gz,97.17,1.481,4646193,36925
EHA00657_bin.14.fa.gz,90.41,0.065,3209269,64842
EHA03694_bin.277.fa.gz,84.29,2.56,2699621,5266
EHA01432_bin.154.fa.gz,75.69,2.635,1951629,4697
EHA03408_bin.36.fa.gz,99.97,1.58,2742754,99494
EHA00651_bin.38.fa.gz,51.21,3.968,2851696,2400
EHA03694_bin.91.fa.gz,96.58,0.15,2768013,11561
EHA03781_bin.540.fa.gz,98.79,0.63,3948683,13523
EHA00805_bin.4.fa.gz,99.05,0.0,2707887,86905
EHA03421_bin.9.fa.gz,86.98,2.43,1766573,4841
EHA03379_bin.15.fa.gz,90.95,0.95,2289734,12779
EHA03597_bin.4.fa.gz,72.39,0.06,2020810,7329
EHA03781_bin.301.fa.gz,86.38,1.2,2300685,9895
EHA03694_bin.234.fa.gz,61.54,9.25,2056910,3136
EHA03439_bin.14.fa.gz,85.52,0.45,3495787,29490
EHA01421_bin.42.fa.gz,98.92,1.075,2021753,70682
EHA03755_bin.105.fa.gz,87.57,4.36,2579745,4286
EHA02919_bin.16.fa.gz,100.0,0.84,2068925,25045
EHA03651_bin.111.fa.gz,93.34,3.55,3255897,5547
EHA03781_bin.132.fa.gz,92.77,4.71,1723250,7818
EHA03781_bin.661.fa.gz,69.52,5.94,1753692,4636
EHA03415_bin.57.fa.gz,51.76,4.31,2102259,5662
EHA03781_bin.181.fa.gz,96.63,3.48,3135468,6997
EHA03651_bin.120.fa.gz,99.6,0.26,3382594,163074
EHA03694_bin.21.fa.gz,95.34,0.4,3583566,44901
EHA01409_bin.28.fa.gz,59.1,2.572,1843442,8218
EHA03651_bin.342.fa.gz,94.28,0.1,1741913,7353
EHA03378_bin.16.fa.gz,75.39,2.03,3069812,9338
EHA00563_bin.3.fa.gz,100.0,1.685,1431383,62551
EHA03781_bin.247.fa.gz,98.55,1.56,3326636,6070
EHA03651_bin.61.fa.gz,96.41,4.3,1817909,4674
EHA03694_bin.190.fa.gz,91.52,1.95,2200463,12510
EHA02919_bin.151.fa.gz,84.62,4.59,1750884,3384
EHA03425_bin.14.fa.gz,99.88,0.01,2318601,48086
EHA02869_bin.82.fa.gz,98.43,0.1,3768957,63817
EHA00804_bin.24.fa.gz,99.32,0.0,3796765,93531
EHA01432_bin.151.fa.gz,50.19,0.0,1835154,50852
EHA00651_bin.23.fa.gz,50.94,9.639,3376118,2592
EHA00686_bin.24.fa.gz,99.64,0.878,3399461,60396
EHA01409_bin.105.fa.gz,61.95,3.859,3370996,5666
EHA03694_bin.435.fa.gz,74.44,2.46,1407263,4253
EHA03651_bin.341.fa.gz,92.51,1.84,2285601,8987
EHA00667_bin.2.fa.gz,97.91,0.0,2992969,37464
EHA01421_bin.14.fa.gz,91.96,4.694,2400392,5826
EHA03694_bin.442.fa.gz,85.18,2.04,1068038,6294
EHA01443_bin.33.fa.gz,81.02,2.822,3127198,7570
EHA03694_bin.262.fa.gz,89.93,1.43,2439548,13822
EHA03694_bin.460.fa.gz,95.18,1.13,948849,76630
EHA03588_bin.29.fa.gz,86.82,2.27,2982505,13264
EHA03585_bin.11.fa.gz,69.8,0.59,2806201,4477
EHA01436_bin.18.fa.gz,97.75,0.0,1753135,12542
EHA00668_bin.11.fa.gz,51.82,8.064,1935754,2544
EHA01443_bin.58.fa.gz,97.35,0.671,2522343,56877
EHA03584_bin.4.fa.gz,93.08,1.03,3284768,14136
EHA03755_bin.19.fa.gz,98.5,0.38,2468469,43633
EHA03694_bin.61.fa.gz,67.19,0.66,2087445,4020
EHA03651_bin.100.fa.gz,77.69,1.72,1817365,5018
EHA02919_bin.111.fa.gz,98.48,1.97,2333536,32280
EHA03781_bin.138.fa.gz,90.59,0.68,1668600,6527
EHA03781_bin.752.fa.gz,56.97,1.85,1775047,2652
EHA03694_bin.42.fa.gz,100.0,5.14,2540204,11259
EHA03453_bin.18.fa.gz,98.76,0.0,3073979,92932
EHA03781_bin.520.fa.gz,80.8,4.63,3027110,5821
EHA03781_bin.62.fa.gz,87.46,0.06,3081296,17886
EHA03406_bin.16.fa.gz,66.16,4.14,3301679,2635
EHA03440_bin.2.fa.gz,66.5,1.61,3175368,4328
EHA03444_bin.4.fa.gz,93.56,0.5,3248042,51898
EHA03755_bin.81.fa.gz,67.04,0.89,2567913,4826
EHA01404_bin.4.fa.gz,90.2,2.013,2314319,6892
EHA00723_bin.19.fa.gz,88.26,4.484,2118359,6731
EHA03420_bin.28.fa.gz,99.58,0.46,3212721,79862
EHA03694_bin.642.fa.gz,96.28,0.0,3790037,174294
EHA03781_bin.376.fa.gz,98.43,1.82,3428600,45845
EHA01426_bin.46.fa.gz,79.47,1.898,3193648,7066
EHA02869_bin.99.fa.gz,98.69,3.11,2715914,35088
EHA03694_bin.244.fa.gz,93.73,0.17,3053948,9619
EHA03651_bin.513.fa.gz,56.49,0.1,3550723,7087
EHA03373_bin.33.fa.gz,94.74,0.01,2087237,244158
EHA03387_bin.48.fa.gz,63.14,4.19,3256820,3152
EHA03396_bin.7.fa.gz,74.27,1.03,1384849,5059
EHA03450_bin.10.fa.gz,65.2,0.58,986677,4213
EHA03599_bin.36.fa.gz,94.93,0.0,1811254,6991
EHA01421_bin.11.fa.gz,99.52,0.0,2903897,78462
EHA03694_bin.148.fa.gz,80.85,3.12,1309708,6309
EHA01432_bin.113.fa.gz,74.66,2.804,1609329,3686
EHA03435_bin.36.fa.gz,97.3,0.23,2058486,13107
EHA03447_bin.35.fa.gz,97.31,0.17,2030153,47724
EHA01439_bin.9.fa.gz,83.6,1.672,3908092,27447
EHA03781_bin.45.fa.gz,90.65,3.47,1587932,3253
EHA00652_bin.8.fa.gz,60.87,0.0,1725494,3543
EHA03781_bin.117.fa.gz,94.65,3.96,3306621,7258
EHA03435_bin.55.fa.gz,51.49,2.79,2876328,3303
EHA03781_bin.150.fa.gz,99.84,0.39,2430389,18594
EHA03755_bin.252.fa.gz,95.95,0.09,4648566,37849
EHA03407_bin.4.fa.gz,50.72,3.87,2812320,2317
EHA03694_bin.652.fa.gz,86.72,0.57,3039956,20289
EHA02915_bin.123.fa.gz,82.07,2.17,3360177,25691
EHA03694_bin.75.fa.gz,89.2,0.52,2481656,3676
EHA00565_bin.33.fa.gz,81.03,1.098,1021942,5483
EHA00658_bin.30.fa.gz,69.26,3.846,2333360,4257
EHA03755_bin.31.fa.gz,97.55,0.43,3023605,26947
EHA00726_bin.39.fa.gz,88.76,0.112,1322552,7274
EHA03387_bin.55.fa.gz,57.41,9.1,3803427,47052
EHA01415_bin.25.fa.gz,62.05,1.754,2874193,3112
EHA00671_bin.5.fa.gz,93.39,0.833,4171891,13754
EHA03395_bin.34.fa.gz,95.45,0.26,1755305,130234
EHA02915_bin.20.fa.gz,94.04,0.9,2272474,15661
EHA03694_bin.538.fa.gz,58.13,3.32,979725,4289
EHA03755_bin.33.fa.gz,63.48,2.39,2383457,3667
EHA03781_bin.81.fa.gz,54.79,0.34,4343138,13353
EHA03755_bin.194.fa.gz,88.5,3.1,2092722,13641
EHA03651_bin.420.fa.gz,92.94,0.19,2135930,3514
EHA03781_bin.447.fa.gz,84.13,1.36,3334868,16341
EHA03446_bin.8.fa.gz,62.77,4.56,2560967,3081
EHA03389_bin.4.fa.gz,97.81,0.15,3449808,40090
EHA03781_bin.69.fa.gz,94.65,0.0,3526927,32298
EHA00655_bin.10.fa.gz,97.58,0.185,5681790,79128
EHA01432_bin.156.fa.gz,52.99,6.0,1975060,2476
EHA01443_bin.13.fa.gz,70.79,3.03,1578203,5249
EHA03408_bin.16.fa.gz,64.55,1.3,1846986,3134
EHA03651_bin.361.fa.gz,59.91,9.44,2214824,2554
EHA00723_bin.7.fa.gz,85.44,1.342,2751166,6588
EHA00662_bin.7.fa.gz,83.83,1.612,4318914,6661
EHA02919_bin.296.fa.gz,62.45,6.33,2352234,2464
EHA00720_bin.2.fa.gz,68.12,1.317,1479948,3488
EHA03409_bin.22.fa.gz,99.93,0.85,5525850,91467
EHA01409_bin.71.fa.gz,89.93,0.692,2355146,52564
EHA03373_bin.20.fa.gz,85.11,1.83,1389804,4112
EHA03781_bin.364.fa.gz,99.33,0.0,1654473,61393
EHA00563_bin.13.fa.gz,96.0,1.444,1827360,62434
EHA03781_bin.175.fa.gz,96.98,0.0,770255,21493
EHA00719_bin.17.fa.gz,95.96,0.384,3593483,22612
EHA03694_bin.543.fa.gz,97.7,0.16,2355133,2870
EHA00679_bin.3.fa.gz,86.8,1.602,2270446,4345
EHA00669_bin.20.fa.gz,98.11,0.943,2904033,35455
EHA01826_bin.38.fa.gz,86.31,0.09,4322332,20990
EHA03781_bin.50.fa.gz,96.59,1.39,2936247,10707
EHA03395_bin.5.fa.gz,54.88,8.88,3551826,41404
EHA03416_bin.38.fa.gz,82.64,0.15,2216739,136520
EHA03694_bin.678.fa.gz,52.86,1.82,916370,3359
EHA03694_bin.192.fa.gz,95.93,3.08,1460334,6922
EHA01443_bin.47.fa.gz,87.3,4.663,2664377,8849
EHA00564_bin.22.fa.gz,84.67,4.775,3870824,11093
EHA03442_bin.32.fa.gz,77.94,7.68,4048101,23767
EHA03781_bin.313.fa.gz,98.65,0.09,1947857,27720
EHA00724_bin.22.fa.gz,98.34,0.704,1386549,4841
EHA00687_bin.24.fa.gz,70.93,2.598,1349759,3251
EHA03755_bin.155.fa.gz,97.77,2.95,3844136,22405
EHA03755_bin.110.fa.gz,76.5,1.23,2543086,14193
EHA00654_bin.19.fa.gz,68.67,0.0,1465069,55261
EHA03694_bin.139.fa.gz,93.61,0.62,1016534,11084
EHA00564_bin.20.fa.gz,87.23,1.307,2779675,10023
EHA03694_bin.503.fa.gz,92.5,2.84,1823836,4626
EHA03416_bin.45.fa.gz,83.87,2.99,3029178,12453
EHA00727_bin.4.fa.gz,86.68,1.123,1502970,11591
EHA03445_bin.41.fa.gz,96.49,0.47,1175013,47662
EHA03418_bin.5.fa.gz,96.48,0.44,3800978,11969
EHA03781_bin.675.fa.gz,79.71,2.79,2288725,4869
EHA03431_bin.48.fa.gz,83.08,1.06,4106614,14341
EHA01426_bin.26.fa.gz,66.82,2.165,2061557,3699
EHA03694_bin.323.fa.gz,87.58,8.32,2837167,6522
EHA00667_bin.3.fa.gz,86.05,5.563,1331489,3327
EHA03437_bin.17.fa.gz,92.6,0.17,3250608,174166
EHA02869_bin.71.fa.gz,100.0,0.0,3975947,105663
EHA03755_bin.184.fa.gz,92.55,9.28,2167966,5519
EHA03440_bin.26.fa.gz,98.83,1.66,3118261,15579
EHA01432_bin.44.fa.gz,90.26,0.85,2777275,35994
EHA01443_bin.38.fa.gz,61.25,1.19,1721924,3351
EHA03431_bin.41.fa.gz,99.78,0.1,3725905,24192
EHA03598_bin.12.fa.gz,98.81,4.98,3973316,57963
EHA03755_bin.70.fa.gz,79.9,1.74,3144780,8970
EHA03417_bin.4.fa.gz,76.04,2.14,2602621,4129
EHA03596_bin.1.fa.gz,98.24,2.13,3504843,15432
EHA03418_bin.8.fa.gz,92.57,0.59,5054888,46976
EHA03587_bin.39.fa.gz,50.21,4.68,3155868,2372
EHA03755_bin.291.fa.gz,89.12,2.97,2725385,4466
EHA03781_bin.131.fa.gz,97.03,0.0,1584000,10981
EHA03694_bin.304.fa.gz,83.52,2.63,4528859,33909
EHA02915_bin.45.fa.gz,77.36,0.78,3942150,21045
EHA03413_bin.8.fa.gz,64.34,0.48,3904285,7000
EHA03434_bin.44.fa.gz,98.15,0.23,1586811,9794
EHA03398_bin.7.fa.gz,100.0,0.21,5109987,69918
EHA00563_bin.35.fa.gz,83.83,1.496,1550992,83616
EHA03694_bin.101.fa.gz,91.86,3.86,1859309,8492
EHA03409_bin.33.fa.gz,71.46,1.96,2320617,4358
EHA00664_bin.8.fa.gz,51.85,8.538,2091708,2314
EHA03651_bin.359.fa.gz,56.7,1.38,3652110,3962
EHA03396_bin.12.fa.gz,99.73,0.34,3102230,32987
EHA00564_bin.28.fa.gz,79.87,0.806,1452842,8772
EHA01409_bin.47.fa.gz,94.4,2.197,1712119,4684
EHA03442_bin.29.fa.gz,87.85,0.23,956330,3055
EHA03694_bin.445.fa.gz,78.99,5.82,2554166,5737
EHA01404_bin.58.fa.gz,95.45,2.628,3527854,10373
EHA00804_bin.11.fa.gz,90.4,1.022,2891900,7200
EHA03423_bin.5.fa.gz,88.2,0.55,3691114,73097
EHA00687_bin.5.fa.gz,53.12,9.775,996908,2468
EHA03755_bin.330.fa.gz,98.54,0.11,1101045,25488
EHA00722_bin.1.fa.gz,68.02,1.048,2788174,3732
EHA03375_bin.25.fa.gz,89.62,0.15,3386799,22796
EHA00646_bin.6.fa.gz,89.22,1.075,3673860,5542
EHA03453_bin.15.fa.gz,53.69,1.56,1117849,2450
EHA01447_bin.59.fa.gz,78.78,2.222,1122244,4370
EHA03378_bin.25.fa.gz,63.82,0.59,2567113,3894
EHA03755_bin.124.fa.gz,53.67,9.48,6420632,4798
EHA03694_bin.54.fa.gz,52.1,0.43,2522591,5538
EHA00658_bin.22.fa.gz,95.8,0.646,3599500,219137
EHA03415_bin.33.fa.gz,96.52,0.87,4011201,132972
EHA00717_bin.8.fa.gz,57.17,3.508,1787160,2678
EHA01409_bin.67.fa.gz,95.41,5.635,1173345,8259
EHA03781_bin.564.fa.gz,50.73,1.14,3768842,31482
EHA03694_bin.263.fa.gz,84.67,0.92,1865409,9470
EHA01415_bin.79.fa.gz,96.19,0.0,3755136,28988
EHA00641_bin.17.fa.gz,90.2,0.0,1233856,69572
EHA03781_bin.300.fa.gz,90.77,7.52,1072949,5854
EHA03694_bin.415.fa.gz,95.07,0.27,3783214,72366
EHA03443_bin.27.fa.gz,67.2,1.57,1769066,13349
EHA03419_bin.1.fa.gz,55.31,1.09,2810591,3371
EHA03373_bin.46.fa.gz,61.29,1.19,2802029,3697
EHA03781_bin.539.fa.gz,97.42,0.67,2456378,5152
EHA00721_bin.1.fa.gz,66.15,3.855,3310455,3454
EHA03694_bin.81.fa.gz,96.36,2.77,3482444,2196
EHA01421_bin.48.fa.gz,97.63,1.808,3992048,34186
EHA03416_bin.19.fa.gz,94.84,0.0,2027658,174373
EHA03694_bin.619.fa.gz,81.08,1.57,2131392,5384
EHA01443_bin.52.fa.gz,97.83,0.555,3526481,61598
EHA03398_bin.24.fa.gz,84.43,1.48,2750626,44742
EHA03755_bin.144.fa.gz,98.61,0.0,3061781,41486
EHA01415_bin.36.fa.gz,87.08,3.711,4419505,5683
EHA01415_bin.95.fa.gz,81.45,3.605,2167944,9563
EHA03417_bin.8.fa.gz,84.24,0.34,2248167,18598
EHA03781_bin.594.fa.gz,94.51,3.07,2444323,37642
EHA03755_bin.386.fa.gz,63.47,0.23,3186973,19805
EHA01432_bin.88.fa.gz,88.68,1.006,2120336,7232
EHA00565_bin.18.fa.gz,79.31,1.724,3879947,32671
EHA03425_bin.4.fa.gz,90.08,1.86,2498014,19525
EHA03414_bin.26.fa.gz,99.55,0.0,4118732,69755
EHA01404_bin.105.fa.gz,58.11,1.476,1392858,2875
EHA03386_bin.7.fa.gz,62.43,0.44,2499678,4111
EHA03781_bin.421.fa.gz,100.0,2.62,1984064,6313
EHA03445_bin.25.fa.gz,89.24,1.76,2035817,4609
EHA03781_bin.385.fa.gz,73.98,1.62,2933219,6138
EHA03408_bin.38.fa.gz,52.52,6.0,1635649,13506
EHA03781_bin.205.fa.gz,99.71,0.59,2771112,7076
EHA00804_bin.8.fa.gz,97.98,0.0,2290213,152101
EHA03694_bin.88.fa.gz,88.21,4.14,3041492,7636
EHA01443_bin.72.fa.gz,67.72,2.163,1460175,3400
EHA03755_bin.298.fa.gz,99.63,0.61,1965873,24343
EHA02915_bin.131.fa.gz,51.22,3.42,2674161,13612
EHA03781_bin.3.fa.gz,86.83,2.03,2784396,51775
EHA03384_bin.10.fa.gz,93.27,4.35,5759897,75810
EHA03387_bin.19.fa.gz,66.14,1.41,1056406,3361
EHA01421_bin.93.fa.gz,98.1,0.21,3415255,91965
EHA03755_bin.232.fa.gz,96.36,0.04,2967772,18034
EHA00686_bin.29.fa.gz,53.44,6.896,3108411,3910
EHA03694_bin.52.fa.gz,85.63,1.24,3509334,28329
EHA03694_bin.499.fa.gz,81.21,2.03,2968372,44859
EHA00659_bin.14.fa.gz,77.78,0.671,1691035,40503
EHA03445_bin.56.fa.gz,59.51,3.97,3474626,19362
EHA00641_bin.9.fa.gz,100.0,0.0,1767935,259061
EHA01447_bin.46.fa.gz,59.82,0.0,2038999,3913
EHA03694_bin.374.fa.gz,65.33,0.52,3123336,6395
EHA03407_bin.3.fa.gz,53.49,2.06,2058258,3652
EHA00722_bin.10.fa.gz,98.62,2.628,4918648,47186
EHA02919_bin.157.fa.gz,95.37,1.37,3325291,39510
EHA03584_bin.37.fa.gz,98.75,1.66,3634611,113589
EHA02869_bin.89.fa.gz,62.6,2.0,1643046,3003
EHA03755_bin.54.fa.gz,92.74,1.81,2626187,20946
EHA03421_bin.11.fa.gz,100.0,0.0,3570950,88117
EHA03694_bin.550.fa.gz,60.46,2.29,1623251,3033
EHA03781_bin.233.fa.gz,99.29,3.55,2070585,5835
EHA02915_bin.65.fa.gz,94.3,0.02,2701254,42315
EHA03425_bin.28.fa.gz,82.28,1.07,2455711,4870
EHA02919_bin.177.fa.gz,87.73,5.57,2185051,4921
EHA03584_bin.29.fa.gz,51.98,4.13,1602102,2163
EHA00724_bin.10.fa.gz,77.08,1.002,1627661,255625
EHA02869_bin.43.fa.gz,65.85,3.98,2217630,2718
EHA01432_bin.152.fa.gz,98.65,2.237,3401816,164278
EHA00722_bin.13.fa.gz,66.39,5.029,2410023,3175
EHA01439_bin.59.fa.gz,61.47,0.073,1335082,3601
EHA03694_bin.530.fa.gz,92.88,2.97,3298684,57861
EHA03408_bin.53.fa.gz,54.34,3.7,2867380,3427
EHA02919_bin.90.fa.gz,92.16,8.51,3380146,5339
EHA00722_bin.25.fa.gz,56.7,1.14,1345089,2759
EHA00671_bin.12.fa.gz,94.35,2.016,1952160,16213
EHA03781_bin.49.fa.gz,90.15,7.71,1150517,4625
EHA03755_bin.308.fa.gz,98.13,0.6,2571491,116846
EHA03394_bin.1.fa.gz,59.86,1.43,2715311,3531
EHA02919_bin.274.fa.gz,98.61,0.65,2046531,3917
EHA01426_bin.31.fa.gz,84.96,1.693,3160213,5297
EHA03435_bin.16.fa.gz,79.3,0.0,3931996,35614
EHA00717_bin.38.fa.gz,93.14,0.429,2076109,68900
EHA03584_bin.20.fa.gz,81.09,1.12,1676794,3789
EHA03394_bin.22.fa.gz,72.28,9.42,1823589,2999
EHA03781_bin.710.fa.gz,88.99,0.12,3606788,5676
EHA03755_bin.324.fa.gz,83.02,0.5,1177486,4621
EHA03399_bin.8.fa.gz,76.52,0.69,2548024,5117
EHA03385_bin.33.fa.gz,96.22,0.3,3622997,22470
EHA01426_bin.54.fa.gz,62.02,0.0,4869668,10421
EHA03781_bin.11.fa.gz,92.03,0.01,2318959,94740
EHA01426_bin.60.fa.gz,70.59,1.006,1909358,5326
EHA03587_bin.27.fa.gz,95.58,0.0,1970504,111702
EHA00669_bin.25.fa.gz,82.99,0.722,3123430,10886
EHA03385_bin.46.fa.gz,50.8,3.24,2490140,7583
EHA01443_bin.42.fa.gz,93.85,2.541,3094627,6288
EHA03755_bin.199.fa.gz,98.8,2.12,1932180,8841
EHA03373_bin.31.fa.gz,100.0,2.49,1661939,25142
EHA01421_bin.6.fa.gz,96.62,0.0,1787751,44586
EHA03373_bin.1.fa.gz,100.0,0.36,3426218,75313
EHA03438_bin.4.fa.gz,84.41,0.81,1545975,8430
EHA03584_bin.25.fa.gz,88.77,4.95,2438224,7668
EHA03781_bin.425.fa.gz,85.25,3.27,1287844,16811
